commit,def_a_time,def_total_time,def_total_classes
acbfb2d78996cbaa29b9dc764d4cb3463193dc45,0.276,1062.5833082199097,295
9213f7353b1e6ce4d0fdbc1dca963ace1fd32cec,8.683,217.2189166545868,4
ad5513b8dd15637c6c95585603a4e055dabad56d,4.856,951.6156485080719,204
061438e83e61692fc9e06e057a739db5327d42b9,5.268,978.7707011699677,211
7fdadf7273f34dd0552db25a3771cf55b65e9208,5.854,1099.3146550655365,191
ea75e1f63572fc72fb8520ba8c793523047acb49,8.155,437.6866400241852,15
c583a6e79654359b5daad5093d1730e370d3b75b,8.278,923.5104031562805,152
1590a424cb7a8768b0ae01f2957856b1834dd68d,6.652,723.8763329982758,153
f8ebf1a25281b2c7f48e08011918c72643313209,9.675,116.08885717391968,1
96d87e2809f92460f182c66311d83d59f2ab96c3,5.85,948.6704514026642,199
f5c29aab9adb49d9d3580074d4d1a805579fa20d,8.303,59.57562780380249,7
766e173e9d51b6354920ebc136b246d221b87ec1,5.4,839.9044842720032,180
b79abb2014db9684c00afd7d98c0a7cb69ce6c8b,6.136,1170.1105499267578,192
c499202a2c470e2e365ef109c8e49784cb043367,4.712,1258.0701768398285,212
5e787c5990091b2d1fc560eba88d3c25b04690a2,8.738,25.396291971206665,0
32e40e8cee36ddba1973875ab6637912719271fa,6.328,1160.2609629631042,211
5e6e15ac40cfd2cadac3e718e494a3c13b934b8d,5.847,935.6129062175751,185
525a28bd1cb864a5783593c64908cfe0ddcba65f,7.561,583.8770642280579,87
2f00dea17bd94bf43b2f6647f6b08b00ff8b7ece,7.658,588.1489109992981,88
9442ce23bade5286459ff78ade1af173f7b69c30,7.279,802.0434548854828,87
16187c48a1d9b339866b81e69c522021b031c4c3,10.135,29.437520027160645,1
2d3065606a444c0b711c1809ce296db2ba56cb0c,6.102,1071.9038677215576,204
70f70d821c2c5225edeb54a8af0bd1911a51fc89,5.831,683.5605745315552,84
e642a325b91ab829aefa47708c7b4b45811d2d23,6.03,1166.5708034038544,211
a692cbab92e9bae53c9313241d9668d9de97ed8b,7.943,59.84585928916931,7
e7de1cf04925b7e1d06f9add83d90760e5a7a241,8.476,395.24329352378845,1
7a368b4b196af02190e6e57f18f56598ee32a626,8.062,77.47456336021423,1
9a5da5f9a023e53bf339748b5b7b17278ae36475,3.328,1188.1031293869019,223
3cdc62c132846a6e5fd06782730a986b3e5ea144,8.776,24.874924898147583,1
5f6ec6cc7fd303702dca31edd2317b33c6e66bd1,6.011,1115.590692281723,205
06467dc8c20e6c7357c19904f6214bb406262ba2,6.2,1133.4378249645233,211
726ec30fdd47bccd2a2be021cf6a6b848e9ee28b,8.774,53.244930267333984,1
d9d20aa1db311424336a564ae55367b4e20c4c9d,6.854,924.225013256073,105
ce4c3d52e0dfb59ee758b77450ae13b196488c95,8.212,557.5652575492859,66
26001aacfeff519ccd6b0991b0cc38ab10ad6564,5.346,934.0438792705536,200
c0b19e0c5c2bbf1fb24e154466b6cc0fa6b5e74a,7.403,1169.6892504692078,210
531bddd5b43d2f0b3afbe0051642830c47030652,6.722,750.7625021934509,152
156e682e3d4bb27338418602c1c3c530da6ff7bd,6.02,1034.5249857902527,205
cb899167421d7a24f1e6c3f06aa4a621391df15f,7.909,621.3282914161682,62
864b8a7c8044349b29b0e67952323a8cb2bc2dd4,5.647,1081.599194765091,222
01f935cdebd582211e6d4eef9f81da4228412911,7.278,1078.8340203762054,199
8d82be71dfce6b6752717ca0a68a77ec3c03032b,8.904,24.089673042297363,0
3b0603f526fda4715904bfe2d1bba8a79458f00c,5.895,857.6631326675415,178
be3c3954e6bd940baf4b8d21b4b6a87a71f76ee6,7.844,699.6918957233429,84
1104deeaa589b01548bfa6c411e090e345f132f8,6.25,1073.2341232299805,196
7b75017bbb70c9f159b35f7399e29dc53bdc3d97,9.349,23.422799348831177,0
957f8fc0afbeca638f13f6fb739e49a921da2b9d,8.054,477.69896388053894,16
85551f9be5b054fa4aee0636597b12bda2ecb2e8,6.836,960.7688894271851,160
d45d5df963cc3f7641d6dec2920bb22cfe8d0a76,8.449,486.45086693763733,30
5a02a05eddb59aee6ac762f7ea82e92a68eb9c0f,6.235,1214.7883384227753,213
